protein,ligand,confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm,affinity_pred_value,affinity_probability_binary,affinity_pred_value1,affinity_probability_binary1,affinity_pred_value2,affinity_probability_binary2,micromolar_affinity_pred_value
P25205,CER_d18_0_16_0_C16,0.6279011368751526,0.6805171966552734,0.39521506428718567,0.39521506428718567,0.0,0.6860726475715637,0.44054412841796875,1.8217742443084717,12.555968284606934,"{'0': 0.695329487323761, '1': 0.6940139532089233}","{'0': {'0': 0.695329487323761, '1': 0.13200898468494415}, '1': {'0': 0.39521506428718567, '1': 0.6940139532089233}}",1.1543550491333008,0.22691604495048523,0.8245346546173096,0.12181036174297333,1.4841755628585815,0.3320217430591583,14.267735483150334
P25685,CER_d18_0_16_0_C16,0.6893362402915955,0.5304897427558899,0.5799888968467712,0.5799888968467712,0.0,0.7166730165481567,0.4571818709373474,2.1822447776794434,16.490541458129883,"{'0': 0.5303894281387329, '1': 0.6513150930404663}","{'0': {'0': 0.5303894281387329, '1': 0.09831059724092484}, '1': {'0': 0.5799888968467712, '1': 0.6513150930404663}}",0.6939345598220825,0.397422194480896,-0.4857936501502991,0.3751632273197174,1.8736627101898193,0.4196811318397522,4.942362090837859
P25713,CER_d18_0_16_0_C16,0.3385453224182129,0.2605796456336975,0.13173869252204895,0.13173869252204895,0.0,0.3902469873428345,0.2992931306362152,2.4176318645477295,7.105759620666504,"{'0': 0.2879667580127716, '1': 0.5708526968955994}","{'0': {'0': 0.2879667580127716, '1': 0.08719166368246078}, '1': {'0': 0.13173869252204895, '1': 0.5708526968955994}}",-0.18624919652938843,0.30955782532691956,-0.6076194047927856,0.0687391385436058,0.2351209968328476,0.5503765344619751,0.6512545994067632
P25800,CER_d18_0_16_0_C16,0.7021504640579224,0.7777832746505737,0.7475333213806152,0.7475333213806152,0.0,0.6908047199249268,0.3702096939086914,0.7341755032539368,2.5836589336395264,"{'0': 0.8035871982574463, '1': 0.6964170336723328}","{'0': {'0': 0.8035871982574463, '1': 0.2927442193031311}, '1': {'0': 0.7475333213806152, '1': 0.6964170336723328}}",0.8203839659690857,0.48808395862579346,0.43074727058410645,0.5958487391471863,1.210020661354065,0.38031917810440063,6.612778348382014
P26439,CER_d18_0_16_0_C16,0.8612284064292908,0.9328706860542297,0.6749179363250732,0.6749179363250732,0.0,0.9078059792518616,0.6359349489212036,0.7737334966659546,4.366281509399414,"{'0': 0.96673184633255, '1': 0.7508327960968018}","{'0': {'0': 0.96673184633255, '1': 0.2022451013326645}, '1': {'0': 0.6749179363250732, '1': 0.7508327960968018}}",0.6321080923080444,0.3363942503929138,-0.05083479732275009,0.3945156931877136,1.3150509595870972,0.2782727777957916,4.286551958579127
P26447,CER_d18_0_16_0_C16,0.7497295141220093,0.9062519669532776,0.8288159370422363,0.8288159370422363,0.0,0.7299578785896301,0.5029184222221375,0.5911082029342651,1.261656641960144,"{'0': 0.9416701197624207, '1': 0.6881902813911438}","{'0': {'0': 0.9416701197624207, '1': 0.3510683476924896}, '1': {'0': 0.8288159370422363, '1': 0.6881902813911438}}",0.9585878849029541,0.5567526817321777,0.9739252328872681,0.6335107088088989,0.9432505369186401,0.47999468445777893,9.090502381029921
P26583,CER_d18_0_16_0_C16,0.6790834665298462,0.6510417461395264,0.7199167609214783,0.7199167609214783,0.0,0.6688750982284546,0.4057062268257141,1.3315485715866089,4.5241546630859375,"{'0': 0.6390049457550049, '1': 0.7382076382637024}","{'0': {'0': 0.6390049457550049, '1': 0.2627229690551758}, '1': {'0': 0.7199167609214783, '1': 0.7382076382637024}}",0.7390050888061523,0.5818820595741272,0.6361092329025269,0.748972475528717,0.8419010043144226,0.41479161381721497,5.482833893440385
P27540,CER_d18_0_16_0_C16,0.4336847960948944,0.32327359914779663,0.49710890650749207,0.49710890650749207,0.0,0.4178287386894226,0.36491864919662476,5.05673885345459,12.654547691345215,"{'0': 0.3156556487083435, '1': 0.6992257237434387}","{'0': {'0': 0.3156556487083435, '1': 0.13758689165115356}, '1': {'0': 0.49710890650749207, '1': 0.6992257237434387}}",1.110275387763977,0.5615779757499695,1.7905426025390625,0.5556902885437012,0.430008202791214,0.5674656629562378,12.890666946271672
P28288,CER_d18_0_16_0_C16,0.7237159609794617,0.638359546661377,0.6576060056686401,0.6576060056686401,0.0,0.7402434945106506,0.49236032366752625,1.3520339727401733,6.955078125,"{'0': 0.6435453295707703, '1': 0.7556613087654114}","{'0': {'0': 0.6435453295707703, '1': 0.206576406955719}, '1': {'0': 0.6576060056686401, '1': 0.7556613087654114}}",1.2252352237701416,0.3514510989189148,0.7289811372756958,0.36208948493003845,1.721489429473877,0.34081268310546875,16.79713542853343
P28332,CER_d18_0_16_0_C16,0.9031161665916443,0.9562283754348755,0.9000237584114075,0.9000237584114075,0.0,0.9038892388343811,0.6848959922790527,0.44455260038375854,1.2404956817626953,"{'0': 0.9624910950660706, '1': 0.8153992295265198}","{'0': {'0': 0.9624910950660706, '1': 0.4440058767795563}, '1': {'0': 0.9000237584114075, '1': 0.8153992295265198}}",0.6409566402435303,0.16278335452079773,0.18382450938224792,0.16009549796581268,1.0980887413024902,0.16547121107578278,4.374784253379198
P28482,CER_d18_0_16_0_C16,0.8283244371414185,0.9277103543281555,0.6768637895584106,0.6768637895584106,0.0,0.8661895990371704,0.5940845608711243,0.8082669973373413,3.838315725326538,"{'0': 0.9551233053207397, '1': 0.674005389213562}","{'0': {'0': 0.9551233053207397, '1': 0.20938988029956818}, '1': {'0': 0.6768637895584106, '1': 0.674005389213562}}",0.8163403868675232,0.21837465465068817,0.2027018815279007,0.2705953121185303,1.429978847503662,0.16615399718284607,6.551494592051149
P28749,CER_d18_0_16_0_C16,0.5813519954681396,0.6632905602455139,0.3473029136657715,0.3473029136657715,0.0,0.6398642659187317,0.4475536048412323,2.4486966133117676,14.017556190490723,"{'0': 0.6766145825386047, '1': 0.7347789406776428}","{'0': {'0': 0.6766145825386047, '1': 0.144275963306427}, '1': {'0': 0.3473029136657715, '1': 0.7347789406776428}}",0.7331836819648743,0.6338607668876648,0.3212076723575592,0.7750035524368286,1.1451597213745117,0.4927179515361786,5.409830797648883
P28907,CER_d18_0_16_0_C16,0.8470842242240906,0.84690922498703,0.8111116886138916,0.8111116886138916,0.0,0.8560773134231567,0.6238832473754883,0.6545877456665039,4.800008296966553,"{'0': 0.8520915508270264, '1': 0.7522168755531311}","{'0': {'0': 0.8520915508270264, '1': 0.36417049169540405}, '1': {'0': 0.8111116886138916, '1': 0.7522168755531311}}",1.0720715522766113,0.19083084166049957,0.9468583464622498,0.13753996789455414,1.1972846984863281,0.244121715426445,11.805151156409618
P29016,CER_d18_0_16_0_C16,0.8747879862785339,0.7740506529808044,0.9177660942077637,0.9177660942077637,0.0,0.8640434741973877,0.8356966376304626,0.5967925786972046,1.2090929746627808,"{'0': 0.7598433494567871, '1': 0.8210912346839905}","{'0': {'0': 0.7598433494567871, '1': 0.4383792281150818}, '1': {'0': 0.9177660942077637, '1': 0.8210912346839905}}",0.2057195007801056,0.3565811514854431,0.29792067408561707,0.3250977396965027,0.11351831257343292,0.38806453347206116,1.6059037076245237
P29279,CER_d18_0_16_0_C16,0.5310837030410767,0.4988616108894348,0.17388378083705902,0.17388378083705902,0.0,0.6203836798667908,0.26934927701950073,2.1465377807617188,13.744590759277344,"{'0': 0.5426666140556335, '1': 0.6676454544067383}","{'0': {'0': 0.5426666140556335, '1': 0.07075478881597519}, '1': {'0': 0.17388378083705902, '1': 0.6676454544067383}}",1.3397467136383057,0.2734851837158203,1.5272233486175537,0.08178024739027023,1.152269959449768,0.4651901423931122,21.864860640509054
P29459,CER_d18_0_16_0_C16,0.6622446179389954,0.8373997211456299,0.7663404941558838,0.7663404941558838,0.0,0.6362206339836121,0.4747549295425415,1.1193939447402954,3.317843198776245,"{'0': 0.8514040112495422, '1': 0.6943392157554626}","{'0': {'0': 0.8514040112495422, '1': 0.28994351625442505}, '1': {'0': 0.7663404941558838, '1': 0.6943392157554626}}",1.1890554428100586,0.5076485276222229,0.8943243026733398,0.6086488366127014,1.4837864637374878,0.4066482186317444,15.45451722075463
P29966,CER_d18_0_16_0_C16,0.31318312883377075,0.17198330163955688,0.2459315061569214,0.2459315061569214,0.0,0.3299960196018219,0.2695225775241852,5.5722198486328125,11.590008735656738,"{'0': 0.16577792167663574, '1': 0.6271927952766418}","{'0': {'0': 0.16577792167663574, '1': 0.10761504620313644}, '1': {'0': 0.2459315061569214, '1': 0.6271927952766418}}",0.9454544186592102,0.2275986224412918,1.044268250465393,0.04455942660570145,0.8466405868530273,0.41063782572746277,8.81971230062603
P30039,CER_d18_0_16_0_C16,0.8371433615684509,0.9138695001602173,0.7762361764907837,0.7762361764907837,0.0,0.8523700833320618,0.508147656917572,0.649519145488739,2.7213027477264404,"{'0': 0.9355294704437256, '1': 0.693895697593689}","{'0': {'0': 0.9355294704437256, '1': 0.25650474429130554}, '1': {'0': 0.7762361764907837, '1': 0.693895697593689}}",1.0019149780273438,0.3482847213745117,0.5833480358123779,0.50641268491745,1.4204819202423096,0.1901567578315735,10.044191355670153
P30044,CER_d18_0_16_0_C16,0.7550037503242493,0.7477419972419739,0.5608779191970825,0.5608779191970825,0.0,0.8035351634025574,0.6853221654891968,1.4807263612747192,8.917839050292969,"{'0': 0.7863841652870178, '1': 0.6826260089874268}","{'0': {'0': 0.7863841652870178, '1': 0.20894283056259155}, '1': {'0': 0.5608779191970825, '1': 0.6826260089874268}}",1.8066539764404297,0.36312738060951233,1.2814489603042603,0.401785671710968,2.3318588733673096,0.32446908950805664,64.06988971635388
P30049,CER_d18_0_16_0_C16,0.8071621060371399,0.8330364227294922,0.9031658172607422,0.9031658172607422,0.0,0.7831612229347229,0.5272378921508789,0.7806165814399719,2.5966129302978516,"{'0': 0.8200350403785706, '1': 0.7776607871055603}","{'0': {'0': 0.8200350403785706, '1': 0.3738882541656494}, '1': {'0': 0.9031658172607422, '1': 0.7776607871055603}}",1.185005784034729,0.5291610956192017,0.6112260222434998,0.6632808446884155,1.7587854862213135,0.39504140615463257,15.311078531960673
P30084,CER_d18_0_16_0_C16,0.8400916457176208,0.8847123980522156,0.8107270002365112,0.8107270002365112,0.0,0.8474327921867371,0.6984066963195801,0.9227246046066284,3.358078956604004,"{'0': 0.895603358745575, '1': 0.7649621367454529}","{'0': {'0': 0.895603358745575, '1': 0.41132456064224243}, '1': {'0': 0.8107270002365112, '1': 0.7649621367454529}}",1.5341265201568604,0.30085623264312744,1.190260410308838,0.24522024393081665,1.8779927492141724,0.3564922511577606,34.20790836501107
P30518,CER_d18_0_16_0_C16,0.693152129650116,0.8117067217826843,0.7484255433082581,0.7484255433082581,0.0,0.6793338060379028,0.4462944269180298,1.1435277462005615,3.4727115631103516,"{'0': 0.8182314038276672, '1': 0.7433331608772278}","{'0': {'0': 0.8182314038276672, '1': 0.26696985960006714}, '1': {'0': 0.7484255433082581, '1': 0.7433331608772278}}",1.5469540357589722,0.3078455626964569,1.36540687084198,0.29411354660987854,1.7285012006759644,0.3215775787830353,35.23335792893934
P30536,CER_d18_0_16_0_C16,0.8017627000808716,0.9106878042221069,0.7888233065605164,0.7888233065605164,0.0,0.8049975633621216,0.5492324233055115,0.6724451780319214,2.00812029838562,"{'0': 0.9414187073707581, '1': 0.7280178666114807}","{'0': {'0': 0.9414187073707581, '1': 0.43453744053840637}, '1': {'0': 0.7888233065605164, '1': 0.7280178666114807}}",0.967745304107666,0.4077082872390747,0.596592366695404,0.4804399907588959,1.3388981819152832,0.3349766135215759,9.284217458346784
P30793,CER_d18_0_16_0_C16,0.7151071429252625,0.7636640071868896,0.7267829179763794,0.7267829179763794,0.0,0.712188184261322,0.5054445266723633,1.0877870321273804,3.6147334575653076,"{'0': 0.7704653143882751, '1': 0.7279338836669922}","{'0': {'0': 0.7704653143882751, '1': 0.2507639229297638}, '1': {'0': 0.7267829179763794, '1': 0.7279338836669922}}",1.4959301948547363,0.24015912413597107,1.3009417057037354,0.15661214292049408,1.6909188032150269,0.32370612025260925,31.327821446074534
P30838,CER_d18_0_16_0_C16,0.40088558197021484,0.3128907382488251,0.10685576498508453,0.10685576498508453,0.0,0.47439301013946533,0.3796437084674835,1.0576539039611816,6.044215202331543,"{'0': 0.577945351600647, '1': 0.3874170780181885}","{'0': {'0': 0.577945351600647, '1': 0.0864553451538086}, '1': {'0': 0.10685576498508453, '1': 0.3874170780181885}}",-0.9988110065460205,0.834201455116272,-1.4849302768707275,0.9375885725021362,-0.5126916766166687,0.7308142781257629,0.10027415096862902
P30989,CER_d18_0_16_0_C16,0.7021238207817078,0.8161317110061646,0.7267287373542786,0.7267287373542786,0.0,0.6959726214408875,0.4765627682209015,1.295401692390442,3.9409632682800293,"{'0': 0.8275914788246155, '1': 0.7166825532913208}","{'0': {'0': 0.8275914788246155, '1': 0.2253350466489792}, '1': {'0': 0.7267287373542786, '1': 0.7166825532913208}}",1.7568734884262085,0.32220888137817383,2.133416175842285,0.2936128079891205,1.3803308010101318,0.3508049547672272,57.131218709602464
P31512,CER_d18_0_16_0_C16,0.7711917757987976,0.8688288927078247,0.43286681175231934,0.43286681175231934,0.0,0.8557729721069336,0.5226238965988159,0.9113537073135376,8.723133087158203,"{'0': 0.9001995325088501, '1': 0.7243888974189758}","{'0': {'0': 0.9001995325088501, '1': 0.14620669186115265}, '1': {'0': 0.43286681175231934, '1': 0.7243888974189758}}",1.1320359706878662,0.4587428569793701,0.34625717997550964,0.4019259512424469,1.91781485080719,0.5155597925186157,13.553016613345974
P31513,CER_d18_0_16_0_C16,0.8320080041885376,0.914387583732605,0.6519593596458435,0.6519593596458435,0.0,0.8770201802253723,0.5951272249221802,0.8406268358230591,6.8303070068359375,"{'0': 0.9340406060218811, '1': 0.7322590947151184}","{'0': {'0': 0.9340406060218811, '1': 0.206106036901474}, '1': {'0': 0.6519593596458435, '1': 0.7322590947151184}}",1.0166383981704712,0.3128432035446167,0.42713209986686707,0.2909083068370819,1.6061447858810425,0.3347781300544739,10.390546689235192
P31930,CER_d18_0_16_0_C16,0.8026213049888611,0.8666565418243408,0.5524126887321472,0.5524126887321472,0.0,0.8651733994483948,0.6273719072341919,1.3675613403320312,7.654024124145508,"{'0': 0.8928418755531311, '1': 0.6587134003639221}","{'0': {'0': 0.8928418755531311, '1': 0.13950395584106445}, '1': {'0': 0.5524126887321472, '1': 0.6587134003639221}}",1.930077075958252,0.2477048635482788,1.896809697151184,0.21865399181842804,1.9633444547653198,0.2767557203769684,85.12891064390807
P31943,CER_d18_0_16_0_C16,0.46981239318847656,0.3129393458366394,0.1796303540468216,0.1796303540468216,0.0,0.5423579216003418,0.3212102949619293,3.2759737968444824,12.165576934814453,"{'0': 0.3244369328022003, '1': 0.6277663707733154}","{'0': {'0': 0.3244369328022003, '1': 0.09997835755348206}, '1': {'0': 0.1796303540468216, '1': 0.6277663707733154}}",1.0280410051345825,0.22844064235687256,0.6616531014442444,0.06708215922117233,1.3944289684295654,0.3897991180419922,10.666968316562674
P31995,CER_d18_0_16_0_C16,0.6473504900932312,0.5968548655509949,0.6400678753852844,0.6400678753852844,0.0,0.6491711139678955,0.34797996282577515,1.1724001169204712,4.652884006500244,"{'0': 0.6114920973777771, '1': 0.6733532547950745}","{'0': {'0': 0.6114920973777771, '1': 0.13851110637187958}, '1': {'0': 0.6400678753852844, '1': 0.6733532547950745}}",1.4777172803878784,0.19002392888069153,1.42470121383667,0.03308307006955147,1.530733346939087,0.3469647765159607,30.041200259708095
P32242,CER_d18_0_16_0_C16,0.3159485161304474,0.25015711784362793,0.23986932635307312,0.23986932635307312,0.0,0.33496829867362976,0.2496916949748993,4.905569076538086,11.981708526611328,"{'0': 0.26046666502952576, '1': 0.6299921870231628}","{'0': {'0': 0.26046666502952576, '1': 0.10621099919080734}, '1': {'0': 0.23986932635307312, '1': 0.6299921870231628}}",0.7908599376678467,0.24009081721305847,0.7053277492523193,0.045486509799957275,0.876392126083374,0.43469512462615967,6.178171186249456
P33527,CER_d18_0_16_0_C16,0.778610348701477,0.7527260780334473,0.6834493279457092,0.6834493279457092,0.0,0.8024005889892578,0.7073436379432678,1.0426443815231323,7.434255123138428,"{'0': 0.756135106086731, '1': 0.7707460522651672}","{'0': {'0': 0.756135106086731, '1': 0.2578779458999634}, '1': {'0': 0.6834493279457092, '1': 0.7707460522651672}}",0.7368881106376648,0.35372689366340637,0.07202509790658951,0.27814981341362,1.401751160621643,0.42930397391319275,5.456172729969771
P34096,CER_d18_0_16_0_C16,0.7560009956359863,0.8213251233100891,0.6677154898643494,0.6677154898643494,0.0,0.7780723571777344,0.40919914841651917,0.6350821852684021,3.0314524173736572,"{'0': 0.8662089109420776, '1': 0.7225338816642761}","{'0': {'0': 0.8662089109420776, '1': 0.25170809030532837}, '1': {'0': 0.6677154898643494, '1': 0.7225338816642761}}",1.1527187824249268,0.547028660774231,0.6018364429473877,0.6111294627189636,1.7036010026931763,0.4829278290271759,14.214080883876779
P34910,CER_d18_0_16_0_C16,0.4452359676361084,0.39880993962287903,0.8248639702796936,0.8248639702796936,0.0,0.3503289520740509,0.32351556420326233,4.21179723739624,6.345538139343262,"{'0': 0.3684206008911133, '1': 0.8228272795677185}","{'0': {'0': 0.3684206008911133, '1': 0.23119349777698517}, '1': {'0': 0.8248639702796936, '1': 0.8228272795677185}}",1.2812199592590332,0.5173906087875366,1.3038192987442017,0.375927209854126,1.2586205005645752,0.6588540077209473,19.108207963213495
P34947,CER_d18_0_16_0_C16,0.7756398916244507,0.8473914265632629,0.6670966148376465,0.6670966148376465,0.0,0.8027756810188293,0.6235883831977844,1.1645580530166626,7.147446632385254,"{'0': 0.8593865633010864, '1': 0.699566662311554}","{'0': {'0': 0.8593865633010864, '1': 0.23740431666374207}, '1': {'0': 0.6670966148376465, '1': 0.699566662311554}}",0.30915552377700806,0.37806057929992676,-0.4620710611343384,0.45569977164268494,1.0803821086883545,0.30042141675949097,2.0377716868153173
P34998,CER_d18_0_16_0_C16,0.8078592419624329,0.7039294838905334,0.7771710753440857,0.7771710753440857,0.0,0.8155312538146973,0.6661466956138611,0.9069213271141052,3.104262590408325,"{'0': 0.6981329321861267, '1': 0.7456515431404114}","{'0': {'0': 0.6981329321861267, '1': 0.2890528440475464}, '1': {'0': 0.7771710753440857, '1': 0.7456515431404114}}",1.2974753379821777,0.3267861008644104,0.9708749055862427,0.3318631947040558,1.6240758895874023,0.3217090368270874,19.836970066370494
P35052,CER_d18_0_16_0_C16,0.7579470276832581,0.7698407173156738,0.8021121025085449,0.8021121025085449,0.0,0.7469057440757751,0.5836172103881836,1.3219022750854492,4.565474510192871,"{'0': 0.7686503529548645, '1': 0.7468339800834656}","{'0': {'0': 0.7686503529548645, '1': 0.23105284571647644}, '1': {'0': 0.8021121025085449, '1': 0.7468339800834656}}",1.2275433540344238,0.38926613330841064,1.053441047668457,0.41404908895492554,1.401645541191101,0.36448317766189575,16.88664424284577
P35070,CER_d18_0_16_0_C16,0.5783887505531311,0.6060153841972351,0.6763327717781067,0.6763327717781067,0.0,0.5539027452468872,0.33519846200942993,1.0003201961517334,2.7030465602874756,"{'0': 0.5931088328361511, '1': 0.7105937004089355}","{'0': {'0': 0.5931088328361511, '1': 0.24179992079734802}, '1': {'0': 0.6763327717781067, '1': 0.7105937004089355}}",1.2471386194229126,0.6376829147338867,1.4856938123703003,0.7310799360275269,1.008583426475525,0.5442858934402466,17.666015999351448
P35080,CER_d18_0_16_0_C16,0.7835463285446167,0.8977741003036499,0.6353992819786072,0.6353992819786072,0.0,0.8205830454826355,0.4489370882511139,0.634560763835907,3.057427406311035,"{'0': 0.9743281602859497, '1': 0.6954278349876404}","{'0': {'0': 0.9743281602859497, '1': 0.24205099046230316}, '1': {'0': 0.6353992819786072, '1': 0.6954278349876404}}",1.039766550064087,0.425564169883728,0.625004231929779,0.5180177688598633,1.45452880859375,0.3331105411052704,10.958889554550789
P35228,CER_d18_0_16_0_C16,0.7423340678215027,0.5373862981796265,0.5114297270774841,0.5114297270774841,0.0,0.8000600934028625,0.6817776560783386,1.3289061784744263,13.919730186462402,"{'0': 0.5466267466545105, '1': 0.7877222895622253}","{'0': {'0': 0.5466267466545105, '1': 0.20263051986694336}, '1': {'0': 0.5114297270774841, '1': 0.7877222895622253}}",0.8873271942138672,0.2842170000076294,0.7016307711601257,0.3690960705280304,1.0730236768722534,0.1993379294872284,7.714844808086443
P35232,CER_d18_0_16_0_C16,0.7582823634147644,0.657030463218689,0.769466757774353,0.769466757774353,0.0,0.7554863095283508,0.4688586890697479,1.0478973388671875,2.9513633251190186,"{'0': 0.655914843082428, '1': 0.7184326648712158}","{'0': {'0': 0.655914843082428, '1': 0.14573080837726593}, '1': {'0': 0.769466757774353, '1': 0.7184326648712158}}",0.6385093927383423,0.41770559549331665,-0.4190981686115265,0.4857383370399475,1.6961169242858887,0.3496728241443634,4.350201689621536
P35241,CER_d18_0_16_0_C16,0.6882100105285645,0.7411144971847534,0.21951447427272797,0.21951447427272797,0.0,0.8053839206695557,0.395834743976593,1.4031509160995483,15.326773643493652,"{'0': 0.7764543294906616, '1': 0.7132164239883423}","{'0': {'0': 0.7764543294906616, '1': 0.09280497580766678}, '1': {'0': 0.21951447427272797, '1': 0.7132164239883423}}",0.5516968369483948,0.5885382890701294,-0.37502214312553406,0.7834014892578125,1.478415846824646,0.3936750888824463,3.5620239642971554
P35268,CER_d18_0_16_0_C16,0.6842636466026306,0.791384220123291,0.6283482313156128,0.6283482313156128,0.0,0.6982424855232239,0.39212915301322937,1.0205837488174438,3.371479034423828,"{'0': 0.8414493799209595, '1': 0.6393498778343201}","{'0': {'0': 0.8414493799209595, '1': 0.2788505256175995}, '1': {'0': 0.6283482313156128, '1': 0.6393498778343201}}",0.948544442653656,0.5650947093963623,0.5994137525558472,0.7185932993888855,1.2976751327514648,0.4115961492061615,8.882688708794936
P35321,CER_d18_0_16_0_C16,0.46395036578178406,0.23915140330791473,0.24592281877994537,0.24592281877994537,0.0,0.5184572339057922,0.23907452821731567,1.745674729347229,9.765088081359863,"{'0': 0.23921193182468414, '1': 0.5921761393547058}","{'0': {'0': 0.23921193182468414, '1': 0.054114315658807755}, '1': {'0': 0.24592281877994537, '1': 0.5921761393547058}}",0.37721166014671326,0.6639422178268433,0.06399983167648315,0.8056727051734924,0.6904234886169434,0.5222116708755493,2.3834808126510447
P35408,CER_d18_0_16_0_C16,0.6525267958641052,0.8225464820861816,0.7496725916862488,0.7496725916862488,0.0,0.6282402873039246,0.5377704501152039,1.284942388534546,3.84039568901062,"{'0': 0.8290876150131226, '1': 0.7366937398910522}","{'0': {'0': 0.8290876150131226, '1': 0.2567429542541504}, '1': {'0': 0.7496725916862488, '1': 0.7366937398910522}}",1.033339262008667,0.2119719237089157,0.8184647560119629,0.10176657885313034,1.2482136487960815,0.3221772611141205,10.797899027408004
P35414,CER_d18_0_16_0_C16,0.7928574681282043,0.8570979833602905,0.8853862285614014,0.8853862285614014,0.0,0.7697252631187439,0.774944007396698,1.0002151727676392,2.120896100997925,"{'0': 0.8549728989601135, '1': 0.7971075177192688}","{'0': {'0': 0.8549728989601135, '1': 0.3614867329597473}, '1': {'0': 0.8853862285614014, '1': 0.7971075177192688}}",1.1968587636947632,0.30205416679382324,0.9818352460861206,0.257521390914917,1.4118822813034058,0.3465869128704071,15.73471074908781
P35462,CER_d18_0_16_0_C16,0.7599799036979675,0.8067215085029602,0.7499556541442871,0.7499556541442871,0.0,0.7624859809875488,0.5256401896476746,0.9927394986152649,3.613093614578247,"{'0': 0.8141160011291504, '1': 0.7109553813934326}","{'0': {'0': 0.8141160011291504, '1': 0.24115224182605743}, '1': {'0': 0.7499556541442871, '1': 0.7109553813934326}}",0.9719266295433044,0.20106463134288788,0.5562371015548706,0.1394936442375183,1.3876161575317383,0.26263561844825745,9.374036269668292
P35499,CER_d18_0_16_0_C16,0.7304372191429138,0.7593063712120056,0.752410352230072,0.752410352230072,0.0,0.7249439358711243,0.6874269843101501,1.2341959476470947,6.617561340332031,"{'0': 0.7595969438552856, '1': 0.8220782279968262}","{'0': {'0': 0.7595969438552856, '1': 0.32063907384872437}, '1': {'0': 0.752410352230072, '1': 0.8220782279968262}}",0.921882152557373,0.3425077795982361,0.07705959677696228,0.19810926914215088,1.7667046785354614,0.4869062602519989,8.353763049676461
P35555,CER_d18_0_16_0_C16,0.5918416380882263,0.2859134376049042,0.30297818779945374,0.30297818779945374,0.0,0.6640574932098389,0.6107749342918396,0.9564794898033142,23.686058044433594,"{'0': 0.2867148816585541, '1': 0.8078647255897522}","{'0': {'0': 0.2867148816585541, '1': 0.21124839782714844}, '1': {'0': 0.30297818779945374, '1': 0.8078647255897522}}",0.8494397401809692,0.28457269072532654,0.3750731945037842,0.32860052585601807,1.3238062858581543,0.2405448704957962,7.07033090657239
P35590,CER_d18_0_16_0_C16,0.7145009636878967,0.46435412764549255,0.38386791944503784,0.38386791944503784,0.0,0.7971591949462891,0.5798206925392151,1.1199325323104858,16.343290328979492,"{'0': 0.47130075097084045, '1': 0.7419142723083496}","{'0': {'0': 0.47130075097084045, '1': 0.1323573887348175}, '1': {'0': 0.38386791944503784, '1': 0.7419142723083496}}",0.7333203554153442,0.21865281462669373,0.5119362473487854,0.10082074999809265,0.9547044038772583,0.3364848792552948,5.411533551487363
P35625,CER_d18_0_16_0_C16,0.7248960733413696,0.816260039806366,0.6354688405990601,0.6354688405990601,0.0,0.7472528219223022,0.4440635144710541,1.005190134048462,5.379773139953613,"{'0': 0.8494689464569092, '1': 0.6394221186637878}","{'0': {'0': 0.8494689464569092, '1': 0.22360573709011078}, '1': {'0': 0.6354688405990601, '1': 0.6394221186637878}}",1.0728778839111328,0.32098156213760376,-0.22597523033618927,0.3156609833240509,2.3717310428619385,0.3263021409511566,11.827089516865051
P35858,CER_d18_0_16_0_C16,0.7765270471572876,0.8462170362472534,0.44963276386260986,0.44963276386260986,0.0,0.8582505583763123,0.5560722947120667,0.9478983879089355,11.610668182373047,"{'0': 0.872340202331543, '1': 0.7222391963005066}","{'0': {'0': 0.872340202331543, '1': 0.16447675228118896}, '1': {'0': 0.44963276386260986, '1': 0.7222391963005066}}",0.7633840441703796,0.3682369589805603,0.004591159522533417,0.3093869388103485,1.52217698097229,0.4270869493484497,5.799413085843874
P36537,CER_d18_0_16_0_C16,0.8441885113716125,0.8840016722679138,0.74183189868927,0.74183189868927,0.0,0.8697776198387146,0.5343085527420044,0.9206292033195496,5.812826633453369,"{'0': 0.8973380327224731, '1': 0.7824320793151855}","{'0': {'0': 0.8973380327224731, '1': 0.30903786420822144}, '1': {'0': 0.74183189868927, '1': 0.7824320793151855}}",1.2827577590942383,0.2502670884132385,0.942495584487915,0.15515488386154175,1.6230199337005615,0.3453793227672577,19.175988434588884
P36578,CER_d18_0_16_0_C16,0.7214563488960266,0.6276143789291382,0.45797207951545715,0.45797207951545715,0.0,0.7873274087905884,0.5583571791648865,1.0120853185653687,11.638749122619629,"{'0': 0.6506431698799133, '1': 0.7095925807952881}","{'0': {'0': 0.6506431698799133, '1': 0.10290223360061646}, '1': {'0': 0.45797207951545715, '1': 0.7095925807952881}}",1.6947710514068604,0.2952616512775421,1.183383822441101,0.3291890621185303,2.20615816116333,0.26133424043655396,49.518907136903664
